,age,income,class,response,segment,events
1380,31,137.0008905458385,0,0,0,1
1381,59,134.8444822938572,1,1,2,4
1382,57,209.49114688983923,2,1,2,2
1383,64,108.94363266576198,0,0,0,4
1384,64,182.04757609982306,1,1,2,5
1385,54,168.46958506767507,2,1,2,0
1386,57,79.1233383522663,1,1,2,3
1387,68,193.20346276512242,1,1,2,6
1388,59,83.55956676821071,1,1,2,4
1389,50,71.69650932154065,0,1,1,1
1390,45,125.80293870966696,0,1,1,3
1391,19,290.1979225861727,1,1,2,5
1392,73,206.55866682212363,2,1,2,5
1393,40,243.72113836339656,1,0,1,1
1394,47,147.10764565500634,0,1,1,4
1395,70,149.22648497396767,0,1,1,0
1396,44,175.00503181007508,1,0,1,3
1397,24,48.69089821878901,0,0,0,5
1398,44,72.64889058306065,0,0,0,1
1399,67,232.0927077082989,2,1,2,6
1400,21,81.41345542093734,0,0,0,3
1401,32,236.1771954105866,1,1,2,4
1402,23,94.48143017382789,0,1,1,4
1403,31,215.1252641748387,1,0,1,5
1404,30,132.3318598289444,0,0,0,1
1405,46,150.63226704437798,1,1,2,1
1406,56,102.18219656304358,1,1,2,5
1407,47,81.11287034197719,0,1,1,6
1408,20,157.75588045753162,0,1,1,6
1409,45,92.87678015084606,0,1,1,5
1410,73,250.47412406093915,2,0,1,2
1411,36,150.0805303407097,1,0,1,6
1412,22,42.42521227983083,0,0,0,1
1413,48,136.70603624882568,0,1,1,3
1414,70,227.86193829133074,2,0,1,1
1415,34,94.87681620343903,0,0,0,5
1416,52,97.14400892208076,1,0,1,1
1417,16,102.73149009404341,0,0,0,4
1418,18,175.73189185286802,0,0,0,2
1419,28,182.03546809673173,0,0,0,2
1420,21,159.86704175220285,0,0,0,6
1421,28,106.83090420443158,0,1,1,2
1422,42,157.65058024476556,1,1,2,3
1423,46,215.92780818371955,1,0,1,1
1424,30,100.77725759880514,0,1,1,1
1425,60,104.02551643126131,0,1,1,5
1426,27,98.97485372784647,0,0,0,5
1427,69,229.57033648675795,2,1,2,5
1428,35,62.48626298384247,0,1,1,4
1429,32,142.4244196541281,0,1,1,4
1430,71,145.18797047146901,0,1,1,3
1431,55,132.76838622859395,1,0,1,2
1432,19,125.1632268237367,0,1,1,3
1433,42,95.85489695233402,0,1,1,4
1434,19,145.89931044651016,0,1,1,4
1435,37,84.34266213258121,0,0,0,6
1436,53,176.20395610125894,2,0,1,0
1437,27,51.856657436592855,0,0,0,2
1438,50,144.87172352472794,1,1,2,1
1439,44,169.74760986541318,1,1,2,3
1440,49,74.12504165825636,0,0,0,5
1441,33,208.6904444735726,1,0,1,1
1442,47,84.88463890730279,0,1,1,2
1443,46,127.37223349409969,0,1,1,3
1444,67,171.54319501221744,1,0,1,2
1445,44,170.647351878267,1,0,1,6
1446,37,149.8874273635255,0,0,0,1
1447,74,179.43768475326476,1,1,2,4
1448,41,124.39217195623414,0,1,1,3
1449,44,64.75870186514705,0,1,1,6
1450,29,353.25241021778356,2,1,2,4
1451,72,146.20510263059634,0,0,0,4
1452,66,79.63117841566793,0,0,0,5
1453,45,141.58821302582894,0,1,1,6
1454,68,107.56630289207472,0,0,0,6
1455,31,77.35797637411822,0,1,1,3
1456,74,80.26630661597561,0,1,1,2
1457,44,89.5380997124542,0,1,1,3
1458,67,254.58799304511274,2,0,1,6
1459,71,129.4098794016456,0,0,0,1
1460,33,91.515039139094,0,0,0,4
1461,35,48.7926048923956,0,0,0,3
1462,29,60.915240176403245,0,1,1,4
1463,31,49.7701710805175,0,1,1,4
1464,55,221.6746399697708,2,0,1,0
1465,62,167.20121781871052,1,1,2,3
1466,52,65.64200355367251,0,1,1,1
1467,40,55.41890000070343,0,1,1,3
1468,39,87.91981633968334,0,0,0,5
1469,26,232.4983840934219,1,0,1,2
1470,17,176.85604133594435,0,1,1,3
1471,52,60.1674234161785,0,1,1,1
1472,52,55.09713936650819,0,1,1,4
1473,45,205.28059977465662,1,0,1,1
1474,49,99.91480771207301,0,0,0,5
1475,69,261.4513522028252,2,0,1,4
1476,36,240.73664950295608,1,1,2,5
1477,53,137.6009535460227,1,1,2,4
1478,57,90.82379123843133,1,0,1,2
1479,59,71.3992435036649,0,1,1,4
1480,43,63.578436352712515,0,0,0,3
1481,47,51.148875022578835,0,1,1,0
1482,70,207.79552338421266,2,0,1,5
1483,35,160.22295687294982,1,0,1,0
1484,16,76.0554423794715,0,1,1,3
1485,61,213.1732958964879,2,1,2,3
1486,21,190.42918484103606,0,1,1,2
1487,56,58.65081284186531,0,0,0,6
1488,68,84.04287242696621,0,1,1,2
1489,32,96.23364597794188,0,1,1,3
1490,36,201.6152582647355,1,1,2,4
1491,28,35.435062850855914,0,0,0,6
1492,61,159.2259364882434,1,1,2,4
1493,29,67.14658182725697,0,1,1,4
1494,26,224.20782774008643,1,1,2,1
1495,53,145.94659662501306,1,1,2,4
1496,19,36.600483562301704,0,0,0,1
1497,61,92.26410698469488,0,1,1,5
1498,57,146.00290424942415,1,0,1,2
1499,33,41.886775460253126,0,0,0,3
1500,50,132.26547031487647,1,1,2,4
1501,47,205.17406850275594,1,1,2,2
1502,52,90.41051085910469,1,0,1,6
1503,65,169.54014847644046,1,0,1,3
1504,69,166.90876670951667,1,1,2,1
1505,49,87.62415423650708,0,1,1,1
1506,22,133.3850685742027,0,0,0,4
1507,66,69.53765823922305,0,1,1,5
1508,29,186.7892852382735,0,1,1,3
1509,39,131.02453662214975,0,1,1,4
1510,29,73.01158879526272,0,0,0,1
1511,30,167.22108991214895,1,1,2,4
1512,46,116.94171964275957,0,0,0,1
1513,18,202.70623289676277,1,0,1,4
1514,36,36.07904362872502,0,0,0,1
1515,71,117.00540283639269,0,1,1,5
1516,23,97.697853291213,0,1,1,5
1517,45,76.49845209065877,0,1,1,1
1518,52,56.2014137398882,0,1,1,1
1519,25,131.45103927171937,0,1,1,4
1520,63,176.85770347397178,1,0,1,3
1521,44,175.39063771141863,1,0,1,3
1522,45,206.89151547052504,1,0,1,0
1523,41,43.14521244030581,0,0,0,4
1524,67,167.26977353601495,1,1,2,3
1525,67,101.01402070053805,0,1,1,1
1526,63,101.81276567846893,0,0,0,4
1527,67,193.81757099370066,1,1,2,6
1528,61,106.0761545908029,0,0,0,2
1529,63,64.14743157267202,0,0,0,2
1530,27,135.42383932790568,0,0,0,1
1531,60,85.84973694474616,0,1,1,5
1532,48,184.88392795774672,1,0,1,4
1533,25,130.20679958381197,0,0,0,2
1534,21,56.04457915404342,0,1,1,6
1535,61,278.1393721171397,2,1,2,3
1536,23,114.66539405910869,0,1,1,6
1537,68,103.82252103267115,0,0,0,3
1538,71,184.09956617489712,1,1,2,5
1539,36,66.13915447947235,0,1,1,6
1540,57,247.71726226342733,2,0,1,4
1541,58,237.1682859643936,2,1,2,2
1542,26,182.26115252030743,0,1,1,1
1543,16,61.98719300681026,0,0,0,4
1544,42,104.43470430506451,0,0,0,3
1545,42,54.288484248645474,0,0,0,2
1546,44,107.5708163564248,0,0,0,5
1547,46,227.6617176733822,1,0,1,1
1548,40,64.97160405145598,0,1,1,5
1549,38,97.0370408935442,0,0,0,2
1550,44,132.97957021324396,0,0,0,3
1551,45,125.33968880893775,0,0,0,5
1552,69,201.21775270132548,2,0,1,0
1553,41,271.1343794680238,2,0,1,4
1554,42,134.35279142859102,0,1,1,1
1555,54,114.73908461616803,1,1,2,3
1556,24,141.86004990675542,0,1,1,4
1557,33,80.07926426408625,0,0,0,5
1558,64,267.64524034744926,2,1,2,5
1559,74,84.59518349300168,0,0,0,3
1560,25,101.42933618386115,0,0,0,5
1561,39,56.22422343343985,0,1,1,6
1562,44,47.49685813905245,0,0,0,1
1563,27,47.00483693660845,0,0,0,1
1564,22,28.96928419226397,0,1,1,2
1565,71,75.53623985054553,0,0,0,4
1566,66,243.88000109135925,2,0,1,2
1567,29,45.09036626322309,0,1,1,2
1568,39,94.42944652236888,0,1,1,1
1569,29,89.17895009383838,0,0,0,3
1570,21,93.41246941118203,0,0,0,1
1571,26,102.36487503847704,0,1,1,5
1572,39,163.981454379662,1,0,1,2
1573,37,79.3574033556421,0,1,1,3
1574,32,113.30181721227154,0,1,1,3
1575,67,105.2439481061169,0,1,1,6
1576,35,58.588802714599126,0,0,0,2
1577,43,155.2707316295805,1,1,2,5
1578,61,92.02199002626995,0,1,1,5
1579,56,115.3694294566729,1,1,2,3
1580,17,38.61920658967972,0,1,1,3
1581,20,113.33355553777118,0,1,1,3
1582,34,97.53627225732592,0,1,1,3
1583,66,91.14162616557782,0,0,0,2
1584,63,117.1960538290657,0,1,1,4
1585,25,69.1515194525267,0,0,0,5
1586,55,97.37596032221728,1,1,2,2
1587,21,158.63359890107074,0,1,1,3
1588,74,229.4406647405859,2,1,2,5
1589,21,26.450585432450872,0,1,1,5
1590,25,221.28853266180914,1,1,2,1
1591,28,269.9348079050342,1,1,2,4
1592,51,69.7287822192931,0,1,1,2
1593,68,123.26012660537673,0,0,0,3
1594,20,45.42600477167766,0,1,1,4
1595,67,80.85670726320751,0,0,0,1
1596,64,129.69636570209968,0,0,0,6
1597,59,248.2986575929023,2,1,2,5
1598,29,33.677685004192796,0,1,1,1
1599,50,174.4339589673624,2,0,1,4
1600,29,50.77982611973754,0,1,1,2
1601,43,94.1822700580838,0,1,1,1
1602,48,71.60026225595374,0,0,0,5
1603,65,75.20447349278449,0,1,1,1
1604,17,107.82744901160473,0,0,0,5
1605,67,129.8885145942478,0,0,0,2
1606,72,76.43702708756673,0,0,0,2
1607,32,35.26693048982992,0,0,0,5
1608,17,42.92894039766726,0,0,0,4
1609,33,137.13990816883165,0,1,1,5
1610,20,29.854464622077806,0,0,0,1
1611,59,219.95987652823482,2,0,1,4
1612,73,258.0259418938906,2,0,1,3
1613,30,169.9666032671616,1,1,2,6
1614,64,205.280976337487,2,0,1,5
1615,71,102.36638402354775,0,0,0,4
1616,65,143.1614858552375,0,0,0,2
1617,69,83.20211073341079,0,1,1,1
1618,32,78.5205856748789,0,0,0,2
1619,20,20.70195873510633,0,1,1,3
1620,39,46.71828098705731,0,1,1,2
1621,60,162.33711459757,1,1,2,5
1622,55,76.3910853411971,1,0,1,4
1623,53,229.61064302929927,2,0,1,4
1624,33,78.37876108227121,0,0,0,3
1625,43,191.76153316539285,1,0,1,6
1626,59,112.94462880357541,1,1,2,2
1627,19,102.27476003285672,0,0,0,3
1628,19,59.36896442567342,0,0,0,3
1629,64,180.87412970844372,1,0,1,2
1630,70,96.60069191877629,0,0,0,2
1631,62,98.59798997294126,0,0,0,6
1632,31,32.996771558628325,0,1,1,5
1633,74,123.35113870355367,0,0,0,4
1634,29,222.26394548808986,1,1,2,2
1635,62,125.65280195307709,0,0,0,4
1636,46,145.32545394650953,0,0,0,5
1637,62,247.180484263864,2,1,2,6
1638,44,72.82480530442429,0,0,0,1
1639,40,115.91060831166193,0,1,1,6
1640,57,106.43850649650625,1,1,2,3
1641,64,126.73782435011957,0,1,1,1
1642,57,90.38410123323739,1,1,2,6
1643,36,210.45306208184584,1,0,1,1
1644,71,239.08593931286964,2,0,1,3
1645,29,119.39321282897974,0,0,0,3
1646,63,94.75069825520137,0,0,0,1
1647,31,48.15364943734218,0,1,1,2
1648,34,68.4462052559031,0,1,1,6
1649,33,56.97929289054759,0,0,0,5
1650,30,40.463848207528684,0,0,0,5
1651,62,235.8028684941196,2,1,2,5
1652,74,124.80966390821692,0,0,0,4
1653,63,146.0714889355175,0,1,1,1
1654,58,94.23384712817648,1,1,2,2
1655,53,228.30378327000227,2,1,2,4
1656,71,117.03155599604268,0,0,0,2
1657,25,123.90443896499798,0,0,0,3
1658,39,87.73734489409628,0,0,0,6
1659,36,113.66314549763666,0,1,1,6
1660,31,185.7360133006348,1,1,2,5
1661,33,231.36892253295974,1,0,1,5
1662,31,144.17339468777647,0,1,1,4
1663,17,79.26006392434968,0,1,1,4
1664,63,92.69921821848061,0,1,1,5
1665,36,368.8806543608725,2,1,2,3
1666,74,109.2293014937859,0,1,1,5
1667,31,35.527092546574295,0,0,0,1
1668,26,208.01562898496903,1,0,1,3
1669,20,71.12690613197921,0,1,1,5
1670,49,90.44033259518265,0,1,1,1
1671,62,66.65327059009479,0,0,0,3
1672,40,192.24033437475907,1,1,2,5
1673,42,151.64341526865235,1,0,1,3
1674,58,92.37294759027378,1,1,2,6
1675,18,79.31929646858036,0,0,0,6
1676,68,113.42626096964992,0,1,1,1
1677,73,95.90158970024473,0,1,1,6
1678,73,138.27263323453147,0,1,1,3
1679,55,213.03137503397716,2,0,1,6
1680,32,38.45305297143418,0,0,0,1
1681,51,85.50678891143133,1,1,2,3
1682,28,32.53799121123067,0,1,1,1
1683,23,80.73565850304654,0,1,1,0
1684,59,71.27249312039399,0,0,0,1
1685,41,112.91113515929358,0,1,1,0
1686,24,154.45306656124575,0,1,1,3
1687,21,114.13940190435234,0,0,0,3
1688,21,45.53273190680558,0,0,0,5
1689,52,71.73143569986873,0,1,1,3
1690,39,50.62520709522667,0,1,1,4
1691,48,218.23405141466145,1,0,1,1
1692,23,57.42959711295964,0,0,0,1
1693,49,82.12475154889339,0,0,0,1
1694,35,50.12989439391857,0,1,1,2
1695,52,227.4417527414584,2,0,1,6
1696,59,113.09838722916379,1,0,1,3
1697,69,80.91022028753925,0,1,1,1
1698,22,84.9613281239657,0,1,1,1
1699,16,179.90718678851914,0,1,1,2
1700,28,204.76043287865065,1,1,2,3
1701,20,75.39642736094899,0,1,1,2
1702,73,91.03291389907002,0,0,0,5
1703,16,189.10203227430966,0,0,0,1
1704,55,219.36224599273444,2,0,1,2
1705,43,116.24294681886485,0,1,1,3
1706,70,284.07562956750826,2,1,2,4
1707,33,51.20257587516426,0,1,1,3
1708,47,65.93728032388302,0,1,1,0
1709,50,160.2322611429621,2,0,1,4
1710,18,25.287419752738472,0,1,1,2
1711,38,72.4826704274241,0,0,0,2
1712,44,110.40855705957892,0,1,1,5
1713,72,124.3793793337148,0,0,0,6
1714,59,108.16135318271189,1,1,2,5
1715,17,73.81916279163251,0,0,0,6
1716,50,124.58268569108236,1,0,1,5
1717,20,63.74317011035619,0,1,1,1
1718,22,195.2859372987264,0,1,1,5
1719,52,136.35314112413283,1,0,1,4
1720,24,167.01024098303517,0,1,1,5
1721,33,110.99342100721111,0,0,0,1
1722,34,76.0023895748252,0,1,1,3
1723,33,235.303475499637,1,1,2,5
1724,38,90.40314066415775,0,0,0,1
1725,26,159.26143672186177,0,0,0,5
1726,44,204.0520338569158,1,0,1,3
1727,52,112.45857689830673,1,0,1,2
1728,49,129.90519343411827,0,1,1,2
1729,30,38.726927027257155,0,1,1,4
1730,21,130.51178982406503,0,0,0,1
1731,31,51.96772697199653,0,1,1,1
1732,48,66.46261659929638,0,1,1,4
1733,48,171.64439264694565,1,1,2,5
1734,59,76.7983215034589,1,1,2,2
1735,47,164.32199215234596,1,1,2,2
1736,72,99.63211688590386,0,1,1,2
1737,56,72.22028564614602,0,1,1,3
1738,16,144.42514458059105,0,1,1,3
1739,72,103.79748311894096,0,0,0,0
1740,43,114.84490888250006,0,0,0,4
1741,25,28.632606645259855,0,1,1,3
1742,22,52.59070327741766,0,0,0,5
1743,43,123.20178607121773,0,0,0,0
1744,59,145.7820649306014,1,1,2,5
1745,25,35.32086443147847,0,0,0,2
1746,40,111.72085404839392,0,0,0,3
1747,42,63.23540339988811,0,0,0,5
1748,61,91.7988801343404,0,0,0,1
1749,30,165.1104503941032,1,1,2,2
1750,18,18.50620906669002,0,1,1,5
1751,71,85.78958206361064,0,0,0,0
1752,28,75.90598975799456,0,0,0,4
1753,59,157.7533298669787,2,0,1,4
1754,20,45.23637755721762,0,0,0,3
1755,16,176.7663089317727,0,0,0,1
1756,32,49.15014950451383,0,0,0,3
1757,18,43.64276067347406,0,1,1,3
1758,19,106.35877622576054,0,0,0,1
1759,42,183.10988500983905,1,0,1,5
1760,57,186.65818654078743,2,0,1,3
1761,73,189.98412872491198,1,0,1,1
1762,62,141.02371410186421,0,1,1,5
1763,53,69.5291533494665,0,0,0,3
1764,26,45.5409954293657,0,1,1,5
1765,43,322.2246850618091,2,1,2,2
1766,61,213.91441397967125,2,1,2,2
1767,19,113.84140947436639,0,0,0,1
1768,19,80.55318240676667,0,1,1,4
1769,55,57.03811217563337,0,1,1,2
1770,25,37.84640885996913,0,1,1,1
1771,23,133.54462354957798,0,0,0,4
1772,40,62.2269371363102,0,1,1,3
1773,39,130.16439772988767,0,1,1,3
1774,47,103.49450771947681,0,1,1,4
1775,70,131.58690857714706,0,1,1,1
1776,36,102.63807037672407,0,0,0,2
1777,71,291.47214788978124,2,0,1,6
1778,56,321.9607114664036,2,0,1,0
1779,73,183.04148665040543,1,1,2,3
1780,34,68.11933834049258,0,1,1,5
1781,65,93.66138214589422,0,1,1,3
1782,32,98.87962859442125,0,0,0,3
1783,38,85.81620037032411,0,0,0,6
1784,46,89.44840925406402,0,1,1,6
1785,27,61.947122988288456,0,1,1,6
1786,42,61.916705563215345,0,0,0,3
1787,43,72.40188710814294,0,0,0,1
1788,65,188.74634858853372,1,0,1,4
1789,49,70.10361415551962,0,0,0,1
1790,18,32.85769962268263,0,1,1,3
1791,16,61.040097788140486,0,1,1,2
1792,48,79.3852828372123,0,1,1,4
1793,72,129.72486660501954,0,1,1,6
1794,55,136.690003032708,1,0,1,6
1795,55,78.82113744582142,1,0,1,4
1796,34,168.4373432705866,1,0,1,1
1797,29,32.69184208658619,0,1,1,5
1798,68,68.00047362025599,0,1,1,2
1799,67,81.25787685800836,0,1,1,3
1800,49,136.79823193798785,0,0,0,6
1801,65,97.09384617342089,0,1,1,1
1802,59,78.77414372198481,1,1,2,6
1803,36,95.78908766270368,0,1,1,3
1804,32,39.14532296677832,0,0,0,5
1805,65,225.4147467054137,2,0,1,1
1806,74,105.5966578885436,0,0,0,4
1807,20,69.43824121019813,0,0,0,3
1808,71,168.29397045362452,1,0,1,5
1809,42,51.70189981206018,0,1,1,2
1810,64,99.04259859400025,0,0,0,5
1811,52,65.14378416247665,0,1,1,0
1812,27,50.99379010076502,0,1,1,3
1813,71,132.72798186813816,0,0,0,6
1814,30,126.9451050609067,0,0,0,2
1815,66,76.17739915206425,0,0,0,1
1816,46,272.1015144792129,2,1,2,1
1817,46,142.90971324971395,0,0,0,1
1818,29,93.2145890369305,0,1,1,5
1819,34,65.38709105713275,0,1,1,3
1820,66,237.61927916802682,2,1,2,6
1821,49,111.61196684039484,0,0,0,1
1822,33,205.04144036430492,1,0,1,1
1823,41,83.78343561364589,0,1,1,3
1824,56,220.78283945190708,2,0,1,5
1825,41,89.83070641151275,0,1,1,1
1826,50,98.81559312463365,1,0,1,3
1827,22,174.7114823967076,0,0,0,5
1828,30,138.79759625952508,0,0,0,5
1829,67,108.21599023563412,0,0,0,6
1830,17,166.79677745203597,0,0,0,5
1831,33,133.43878195675865,0,0,0,4
1832,35,103.20382471950924,0,0,0,5
1833,25,33.841607394294414,0,0,0,3
1834,26,46.6902219492085,0,0,0,2
1835,17,238.13646910047942,1,1,2,5
1836,70,161.95400310524627,1,1,2,1
1837,45,114.87805498127311,0,1,1,5
1838,72,83.26652841109807,0,1,1,2
1839,72,90.92839401413713,0,1,1,5
1840,56,115.6532704837733,1,1,2,3
1841,48,194.5966129658297,1,1,2,2
1842,22,91.86594370303868,0,0,0,1
1843,29,68.52727536491554,0,1,1,5
1844,47,157.44429646374917,1,1,2,3
1845,44,197.2504823315249,1,1,2,2
1846,46,122.29763797161642,0,0,0,3
1847,29,120.27662927760753,0,1,1,5
1848,70,88.19226881690602,0,1,1,1
1849,39,62.15118357528917,0,0,0,3
1850,41,74.91661568101327,0,0,0,3
1851,59,107.80073226757098,1,0,1,5
1852,52,109.69678020452045,1,1,2,3
1853,23,136.03342752195792,0,0,0,3
1854,68,203.40893734152016,2,0,1,5
1855,64,204.41185950494784,2,0,1,4
1856,62,66.3964738402961,0,1,1,3
1857,41,246.99961201510416,1,0,1,5
1858,53,137.46732129060646,1,1,2,5
1859,30,121.0162909041297,0,1,1,1
1860,72,98.83809538181674,0,1,1,1
1861,17,95.87112992111517,0,0,0,3
1862,36,50.375129600119735,0,1,1,4
1863,24,208.16465139952504,1,0,1,1
1864,55,114.14421720329666,1,0,1,2
1865,18,182.21760987467556,0,1,1,4
1866,53,142.76500716735168,1,1,2,2
1867,48,147.87787954805782,0,1,1,1
1868,55,190.5565817733718,2,1,2,6
1869,35,232.96487885000238,1,1,2,6
1870,22,85.52604216548103,0,0,0,1
1871,35,117.68123476800307,0,0,0,3
1872,20,127.22254780253661,0,0,0,0
1873,18,55.52324897001808,0,1,1,2
1874,32,171.7570145795341,1,1,2,3
1875,25,143.7889516247127,0,0,0,4
1876,41,151.6458899818071,1,1,2,1
1877,23,67.08024794455571,0,0,0,5
1878,44,66.09515373674964,0,1,1,1
1879,56,177.33698541307965,2,1,2,2
1880,47,140.8204319768829,0,0,0,2
1881,52,135.29302801230003,1,0,1,2
1882,64,315.1962885749034,2,1,2,3
1883,20,151.24169161663949,0,0,0,6
1884,74,149.95157818726574,0,1,1,3
1885,36,37.64890218207477,0,1,1,5
1886,36,257.3877771909673,2,1,2,1
1887,38,60.92540985845223,0,1,1,2
1888,69,123.52303453865851,0,0,0,4
1889,62,94.61477863652688,0,0,0,2
1890,35,211.41834141152358,1,1,2,3
1891,54,60.41682945440263,0,0,0,3
1892,70,87.94078501466684,0,1,1,4
1893,40,156.10607780125562,1,1,2,4
1894,26,122.53776127590707,0,1,1,3
1895,50,111.06502567800675,1,0,1,6
1896,62,70.5382407505077,0,0,0,4
1897,68,141.526908168052,0,1,1,1
1898,27,140.09534871025988,0,0,0,5
1899,52,202.2555365123878,2,0,1,2
1900,41,117.68615459587785,0,0,0,4
1901,59,263.09306658957587,2,1,2,2
1902,56,191.4972204180001,2,1,2,2
1903,27,29.494354084558015,0,0,0,1
1904,64,150.04222190040417,1,1,2,5
1905,73,112.22545845759583,0,0,0,4
1906,56,105.4789430641646,1,0,1,5
1907,53,177.16238895843276,2,1,2,3
1908,41,166.99118524184215,1,0,1,1
1909,32,60.43572773983277,0,0,0,5
1910,63,97.73131028223077,0,1,1,6
1911,58,59.29274583146988,0,1,1,3
1912,25,80.16430570390638,0,1,1,4
1913,17,45.8464148256082,0,0,0,2
1914,48,117.50254309297732,0,1,1,4
1915,54,71.89883466337557,0,0,0,4
1916,47,206.9428819753852,1,1,2,2
1917,61,62.99699461240994,0,0,0,3
1918,34,74.58222398128265,0,0,0,1
1919,74,104.88348020652512,0,0,0,2
1920,74,248.52572267703525,2,0,1,4
1921,36,70.11498505610744,0,0,0,4
1922,50,71.04289320780944,0,1,1,4
1923,65,376.3813814522638,2,1,2,6
1924,65,78.29300203581766,0,1,1,2
1925,33,193.0857807714398,1,0,1,2
1926,70,108.27297587664181,0,1,1,1
1927,48,138.7717232371789,0,1,1,3
1928,53,179.7489823054379,2,0,1,1
1929,35,42.74725743475104,0,1,1,3
1930,31,68.33348174045119,0,0,0,0
1931,42,192.89577888574095,1,1,2,3
1932,22,105.71438649849853,0,1,1,3
1933,42,79.20245173777877,0,0,0,1
1934,53,107.93225679567172,1,1,2,4
1935,36,42.72596212365016,0,1,1,4
1936,16,73.14116885275499,0,1,1,2
1937,73,99.14518775040455,0,1,1,3
1938,20,53.727236780545994,0,1,1,4
1939,39,68.00609316972562,0,1,1,3
1940,62,64.11485158435846,0,1,1,1
1941,55,265.9014191618024,2,0,1,3
1942,25,30.149004833848362,0,1,1,5
1943,34,162.8560674364611,1,1,2,3
1944,52,96.39965127084733,1,1,2,3
1945,43,118.5061990641105,0,0,0,4
1946,52,64.10597271275066,0,0,0,4
1947,62,130.54399205429146,0,0,0,4
1948,61,166.0727195573999,1,0,1,2
1949,47,181.6063848569779,1,0,1,1
1950,65,337.87233291228415,2,0,1,4
1951,74,103.04869676989131,0,1,1,6
1952,55,118.76085237183085,1,0,1,5
1953,40,61.59286168782522,0,1,1,4
1954,52,127.23729117591154,1,1,2,3
1955,42,97.18183021390941,0,1,1,3
1956,32,131.71320237631713,0,1,1,1
1957,29,122.63878730803047,0,0,0,5
1958,65,147.48213053549597,0,1,1,6
1959,60,134.18242495905156,0,0,0,1
1960,63,78.81343960335653,0,0,0,3
1961,57,266.59273653674035,2,0,1,6
1962,42,123.56187460200744,0,1,1,4
1963,23,215.14940249110862,1,1,2,6
1964,29,51.828369438194805,0,0,0,4
1965,64,123.95520283547536,0,1,1,5
1966,47,83.39946774641831,0,1,1,1
1967,61,61.52274313834125,0,1,1,1
1968,22,144.84442486202244,0,1,1,2
1969,62,82.52473614355985,0,1,1,5
1970,20,94.8369530691757,0,1,1,2
1971,61,275.42419959774384,2,1,2,2
1972,28,39.91647698567999,0,0,0,3
1973,51,73.80859180513413,0,0,0,5
1974,66,111.84800286533758,0,1,1,3
1975,55,66.28264977464288,0,1,1,5
1976,24,79.31503764794543,0,0,0,3
1977,42,123.99349966832648,0,0,0,1
1978,63,202.96657869264877,2,1,2,2
1979,42,112.76369883042257,0,0,0,1
1980,45,109.6724409713984,0,1,1,4
1981,70,263.36368622382463,2,1,2,2
1982,39,116.65571220843688,0,1,1,3
1983,47,99.54467734544096,0,0,0,4
1984,68,112.72750633878815,0,0,0,2
1985,45,121.36706639036053,0,0,0,1
1986,27,63.9881193293587,0,1,1,3
1987,22,42.50285733490257,0,0,0,1
1988,25,52.55967295835577,0,0,0,1
1989,63,79.2119998093496,0,1,1,5
1990,30,57.71670095911777,0,1,1,5
1991,22,65.02278833635006,0,1,1,3
1992,20,93.5089048568181,0,1,1,3
1993,26,131.55214855935304,0,1,1,4
1994,35,110.80917713145436,0,1,1,5
1995,28,170.2138949624507,0,0,0,1
1996,45,100.92013223513675,0,0,0,4
1997,60,93.91757349610478,0,0,0,5
1998,50,52.60962783029272,0,0,0,5
1999,57,83.676449363191,1,1,2,1
2000,20,98.82743601523958,0,0,0,3
2001,72,118.3741171947207,0,0,0,6
2002,39,45.97549265440004,0,0,0,3
2003,28,34.272109524438136,0,1,1,2
2004,47,93.42607986741982,0,0,0,4
2005,38,189.06062170589703,1,1,2,6
2006,54,121.6853238154008,1,1,2,1
2007,29,46.83332016941411,0,1,1,3
2008,22,136.56640919440127,0,0,0,2
2009,29,69.04594099049476,0,0,0,3
2010,45,304.3130428082143,2,1,2,4
2011,64,89.43475968689398,0,1,1,6
2012,65,103.05340774767191,0,0,0,6
2013,59,238.8964097546521,2,1,2,3
2014,55,166.6300845918339,2,1,2,3
2015,36,93.05769767992899,0,1,1,2
2016,48,147.52749308802865,0,0,0,1
2017,45,157.23322523585176,1,1,2,3
2018,51,73.13915843576683,0,1,1,4
2019,58,116.57501670780978,1,0,1,5
2020,48,172.76336574424954,1,1,2,2
2021,66,89.98601285564538,0,0,0,3
2022,30,130.2136097018103,0,0,0,2
2023,40,97.97831464247221,0,1,1,3
2024,31,73.95288749682038,0,0,0,3
2025,43,51.3540378136016,0,1,1,5
2026,44,67.51014032446386,0,1,1,3
2027,38,218.60632792790875,1,1,2,2
2028,47,238.46060994843836,1,0,1,4
2029,42,181.29817343701626,1,0,1,2
2030,21,106.22317857702306,0,0,0,1
2031,21,99.2077242089118,0,0,0,5
2032,30,57.2644161280854,0,0,0,3
2033,46,190.53032390775047,1,0,1,2
2034,62,170.52457707964922,1,0,1,5
2035,43,86.22896955174984,0,0,0,5
2036,24,82.5888363446255,0,0,0,1
2037,22,145.18301286581595,0,1,1,2
2038,26,81.30347379695596,0,0,0,2
2039,55,127.90816085849072,1,1,2,4
2040,56,136.47677111811896,1,0,1,1
2041,29,34.588435575542164,0,1,1,1
2042,42,46.448314237387095,0,0,0,0
2043,63,158.86831079105053,1,0,1,2
2044,30,172.78790475303873,1,1,2,2
2045,56,89.28515185974169,1,0,1,2
